,tweet_id,label
0,1456822615146909696,0
1,1456441244868128774,1
2,1458883599659376641,1
3,1457902758711939082,1
4,1457869614298316807,1
5,1456848485479849986,1
6,1456360775451385858,1
7,1458210190856183815,1
8,1460644741356392451,1
9,1456393133143441410,1
10,1460976792827740162,1
11,1456851063995310083,0
12,1460215032428613634,0
13,1458957215126097948,1
14,1457924187293683713,1
15,1460293033421729794,1
16,1459188506115428359,1
17,1460858340704243713,1
18,1458736390930321412,1
19,1458502523103313920,1
20,1459150341434486787,1
21,1459002880321474564,1
22,1456941067887161348,0
23,1460990079640424448,1
24,1458667344222474241,1
25,1458264390910849025,1
26,1458330632875126784,1
27,1458443276856483840,1
28,1459115911986749440,1
29,1460877228074577927,0
30,1456378705589284875,1
31,1458805859329392644,1
32,1460715481774632962,1
33,1460262681898889217,1
34,1456681261523668997,0
35,1459910095047991302,1
36,1461018298624192526,0
37,1460867139171147779,1
38,1460628348858683395,1
39,1460612173097541635,1
40,1457509923311472640,1
41,1456304275240456192,1
42,1460348281343680524,1
43,1458803675187466245,1
44,1457567208910073857,1
45,1458589116585684996,1
46,1456248051706773514,1
47,1456289578579595267,1
48,1458639838693969926,1
49,1458753902203924489,1
50,1460780772818919431,1
51,1460628908605415424,1
52,1459666624575909895,1
53,1460059674930262016,1
54,1458653592592818179,1
55,1457772742799888384,1
56,1458132063249383428,1
57,1459957847542874118,1
58,1459901149620936704,1
59,1457724603204308998,1
60,1460357633223897097,1
61,1460094529411989509,1
62,1457755002873778191,1
63,1460583032558075912,1
64,1458212419868798980,1
65,1458941106813612033,0
66,1457357422113218566,1
67,1458656769010372609,1
68,1458416280206147587,1
69,1458788588322181125,1
70,1461088334252552197,0
71,1459303973035421706,1
72,1460073278953955329,1
73,1459622600951439370,1
74,1460403059574685696,1
75,1456905445512302593,0
76,1456317965813567496,1
77,1458796169715499012,1
78,1458622419871092736,1
79,1456973148931297288,0
80,1460679468696182785,1
81,1456074517277728784,1
82,1459612412215271427,0
83,1459685378454028291,1
84,1457802379814838277,1
85,1458853293535514639,1
86,1457732449174265860,1
87,1460308357420666881,1
88,1459986119555231744,1
89,1461031383711760395,1
90,1459938188710105104,0
91,1457937996053950466,1
92,1458237974085259266,1
93,1460152692450410507,0
94,1456340853778116624,0
95,1457792228936466433,1
96,1458469692901842947,1
97,1459156467647401988,1
98,1456426428510179328,1
99,1460766673896677379,1
100,1460925618649026564,1
101,1458118889435508736,1
102,1460742519436763143,0
103,1459957874067750912,1
104,1456122545518923779,1
105,1456964469737889792,1
106,1460395507176513537,1
107,1460683154478579733,1
108,1458185016945557504,1
109,1456414239166451712,1
110,1460288200174452740,0
111,1457339559604367360,1
112,1459957864336928780,1
113,1456172910859718658,1
114,1460589209333415936,1
115,1438219546977095682,1
116,1463303484065959939,1
117,1280991315682091012,1
118,1297228527511785474,1
119,1294315765622022151,0
120,1285590404906258432,1
121,1366149231761842179,1
122,1305542614096125956,1
123,1309215075987845126,1
124,1333840830877081603,0
125,1227610824010801153,1
126,1217803723763671040,1
127,1370438957134135296,1
128,1436382431360155652,1
129,1404355478348513280,0
130,1372899483042914310,1
131,1354179449500086280,1
132,1330040545788432384,0
133,1333781967666442240,1
134,1273676854872899590,1
135,1234916752011689984,1
136,1340400509497257987,1
137,1285227280806150144,1
138,1429482712872726530,1
139,1464590152915951622,1
140,1366182972743774208,1
141,1458114727037452296,1
142,1435686889789472769,1
143,1235642461336174592,1
144,1316204991615586304,1
145,1429781691091099650,1
146,1306726184739364864,1
147,1292838455802769408,1
148,1441479645375860738,1
149,1233283423197777920,0
150,1413982361964793862,1
151,1271114972349689857,1
152,1382870118439469061,1
153,1360631668390952960,1
154,1403754000273620992,1
155,1372612574626381831,1
156,1354093585931657216,1
157,1435302341096452103,1
158,1376557195916099584,1
159,1370485284266184704,1
160,1334565015588892672,0
161,1314594061035008000,1
162,1439245225231269893,1
163,1435634785460785158,1
164,1297387459932819456,1
165,1275590280519901188,1
166,1423659571776737281,1
167,1336780305554870273,1
168,1356848705630920704,1
169,1451588363874553856,1
170,1408474718580133893,1
171,1421955417614262282,1
172,1445861359476830209,1
173,1465855423739842560,1
174,1464641074555768833,1
175,1268558352176611329,1
176,1463253270005121025,1
177,1446511014950887430,1
178,1442203221678706688,1
179,1276565075076227072,1
180,1428139517253410822,1
181,1416107911990976516,0
182,1270128473302953984,1
183,1430956037528592388,1
184,1344850174988881921,1
185,1222601817516924929,1
186,1409180071710035978,1
187,1215113498813816832,1
188,1315698210367705088,1
189,1404605702895767555,1
190,1389379831427702791,1
191,1445557288626835467,1
192,1227320085024583680,1
193,1449607691719032838,0
194,1277047838099283970,1
195,1334214420797349888,0
196,1255200530294439937,0
197,1386088351950802944,1
198,1237393992523771920,1
199,1470547136945262595,1
200,1396219533959077894,1
201,1441121944770727939,1
202,1228364240081293313,1
203,1296799243827634179,1
204,1449148950683045889,1
205,1386431076638216194,1
206,1232709694256558082,1
207,1391560344716386314,1
208,1260272043632799744,1
209,1337867943485394945,1
210,1385586300246499330,1
211,1351224962342907906,1
212,1373721312426917891,1
213,1349861411669880832,1
214,1440711750748237828,1
215,1395746661926907911,1
216,1366939160607621129,1
217,1217894779725537281,1
218,1460037617832149001,1
219,1272614855401369600,1
220,1372260904180576256,1
221,1225174337906446336,1
222,1423091694543810560,1
223,1396236453726887940,1
224,1451301517147975685,1
225,1446568503625109505,1
226,1230711023163674624,1
227,1341036444169744388,1
228,1353792549199245314,1
229,1357575526295166979,0
230,1330970213521780749,1
231,1393964660123111430,1
232,1487837580142034944,0
233,1445492691744133122,1
234,1221992157583757319,1
235,1252265578464595973,1
236,1438708343300923402,1
237,1303070457277620226,0
238,1447583637315014661,1
239,1273455393964875776,1
240,1466149628995330058,1
241,1314980261990338561,1
242,1252285241617596422,1
243,1476255719557111812,1
244,1216072284005335040,1
245,1429238110764863488,1
246,1417668765655912449,1
247,1392637245723717633,1
248,1363944072071634944,1
249,1437291814004871178,0
250,1475937112042188812,1
251,1337411827760762883,1
252,1291213695784308736,0
253,1458853293535514639,1
254,1484180476638212096,1
255,1410602888670244864,1
256,1362964841082679298,1
257,1320712604529164288,1
258,1449056410784911360,1
259,1222345743853412354,1
260,1297387461748891654,1
261,1415466270368182274,1
262,1290472364103409664,1
263,1464635377478778884,1
264,1428937653953630212,1
265,1476383574807003141,0
266,1370482423167909889,1
267,1325871416802119680,1
268,1221164755022422027,1
269,1452736061508046856,1
270,1446565817743777802,1
271,1330284094895378432,1
272,1253716570439892995,1
273,1268770922502033409,0
274,1246478668165074944,1
275,1418060149843890176,1
276,1451297309719998470,1
277,1351344177968263169,1
278,1409606293279629313,1
279,1297058227801083904,0
280,1395053039195725831,0
281,1379891781047775235,1
282,1472616721328529410,1
283,1411026276375154689,1
284,1470198291753320459,1
285,1466239949922045952,1
286,1227664443942662144,0
287,1326984040222748672,1
288,1297253347892891648,1
289,1306714548649570305,1
290,1440054432775823364,1
291,1363263332959019008,1
292,1324773878263001090,1
293,1217296345238790144,1
294,1331460318883704833,1
295,1421137486659690503,1
296,1354519973415317505,1
297,1318763944262197248,1
298,1306737507644649472,1
299,1258898636462673920,1
